"매출월","요일","점포","성별","구매건수"
12,"월","g","여",44459
12,"화","h","남",26332
12,"수","i","여",9570
12,"목","j","남",49793
12,"금","k","여",13091
12,"토","l","남",33639
12,"일","m","여",797
12,"월","n","남",47636
12,"화","o","여",49089
12,"수","a","남",48851
12,"목","b","여",45361
12,"금","c","남",32329
12,"토","d","여",39739
12,"일","e","남",3633
12,"월","f","여",14818
12,"화","g","남",825
12,"수","h","여",26201
12,"목","i","남",1505
12,"금","j","여",17837
12,"토","k","남",23102
12,"일","l","여",21433
12,"월","m","남",16830
12,"화","n","여",12812
12,"수","o","남",28504
12,"목","a","여",283
12,"금","b","남",31172
12,"토","c","여",14910
12,"일","d","남",40445
12,"월","e","여",20769
12,"화","f","남",22518
12,"수","g","여",6857
12,"목","h","남",24677
12,"금","i","여",37108
12,"토","j","남",15588
12,"일","k","여",32766
12,"월","l","남",32864
12,"화","m","여",43737
12,"수","n","남",5227
12,"목","o","여",43299
12,"금","a","남",49936
12,"토","b","여",40559
12,"일","c","남",833
12,"월","d","여",13851
12,"화","e","남",37425
12,"수","f","여",29545
12,"목","g","남",34536
12,"금","h","여",45397
12,"토","i","남",37970
12,"일","j","여",30236
12,"월","k","남",14269
12,"화","l","여",11864
12,"수","m","남",18523
12,"목","n","여",28527
12,"금","o","남",44799
12,"토","a","여",31974
12,"일","b","남",4640
12,"월","c","여",7939
12,"화","d","남",19565
12,"수","e","여",43994
12,"목","f","남",13112
12,"금","g","여",40170
12,"토","h","남",40821
12,"일","i","여",31191
12,"월","j","남",36319
12,"화","k","여",27552
12,"수","l","남",39877
12,"목","m","여",26511
12,"금","n","남",19611
12,"토","o","여",2417
12,"일","a","남",22876
12,"월","b","여",49707
12,"화","c","남",8909
12,"수","d","여",41047
12,"목","e","남",1393
12,"금","f","여",24253
12,"토","g","남",21340
12,"일","h","여",42956
12,"월","i","남",9752
12,"화","j","여",4622
12,"수","k","남",2387
12,"목","l","여",266
12,"금","m","남",3398
12,"토","n","여",872
12,"일","o","남",20116
12,"월","a","여",25433
12,"화","b","남",24017
12,"수","c","여",45282
12,"목","d","남",2137
12,"금","e","여",23349
12,"토","f","남",35134
12,"일","g","여",38464
12,"월","h","남",9571
12,"화","i","여",16006
12,"수","j","남",24897
12,"목","k","여",49831
12,"금","l","남",1181
12,"토","m","여",7337
12,"일","n","남",43043
12,"월","o","여",14903
12,"화","a","남",30690
12,"수","b","여",48826
12,"목","c","남",4686
12,"금","d","여",40477
12,"토","e","남",31434
12,"일","f","여",34156
12,"월","g","남",26283
12,"화","h","여",33253
12,"수","i","남",26129
12,"목","j","여",24094
12,"금","k","남",47118
12,"토","l","여",6896
12,"일","m","남",272
12,"월","n","여",40187
12,"화","o","남",45150
12,"수","a","여",2950
12,"목","b","남",3283
12,"금","c","여",10565
12,"토","d","남",40661
12,"일","e","여",33208
12,"월","f","남",48806
12,"화","g","여",34904
12,"수","h","남",6297
12,"목","i","여",39537
12,"금","j","남",40073
12,"토","k","여",12579
12,"일","l","남",34502
12,"월","m","여",2221
12,"화","n","남",7486
12,"수","o","여",2061
12,"목","a","남",42415
12,"금","b","여",14805
12,"토","c","남",30203
12,"일","d","여",49656
12,"월","e","남",33208
12,"화","f","여",27039
12,"수","g","남",37019
12,"목","h","여",41147
12,"금","i","남",20565
12,"토","j","여",1728
12,"일","k","남",4256
12,"월","l","여",8748
12,"화","m","남",45275
12,"수","n","여",17825
12,"목","o","남",866
12,"금","a","여",49291
12,"토","b","남",16769
12,"일","c","여",49698
12,"월","d","남",20580
12,"화","e","여",32008
12,"수","f","남",11601
12,"목","g","여",41312
12,"금","h","남",6531
12,"토","i","여",20237
12,"일","j","남",26062
12,"월","k","여",746
12,"화","l","남",25181
12,"수","m","여",32059
12,"목","n","남",26732
12,"금","o","여",2463
12,"토","a","남",12363
12,"일","b","여",47427
12,"월","c","남",8644
12,"화","d","여",33006
12,"수","e","남",30975
12,"목","f","여",25915
12,"금","g","남",7289
12,"토","h","여",18744
12,"일","i","남",12944
12,"월","j","여",1405
12,"화","k","남",15405
12,"수","l","여",18164
12,"목","m","남",19510
12,"금","n","여",39208
12,"토","o","남",9428
12,"일","a","여",22499
12,"월","b","남",29255
12,"화","c","여",42040
12,"수","d","남",2045
12,"목","e","여",6038
12,"금","f","남",31065
12,"토","g","여",11845
12,"일","h","남",14144
12,"월","i","여",48751
12,"화","j","남",40122
12,"수","k","여",2839
12,"목","l","남",40861
12,"금","m","여",28420
12,"토","n","남",17037
12,"일","o","여",21201
